zaradi;3362;3190;599;Sg
èe;1492;3160;654;Cs
le;1340;3128;631;Q
pred;1531;3002;627;Si
ter;1109;2981;989;Cc
saj;1751;2943;769;Cc
dejati;1082;2804;652;Vmen
trg;1164;2795;855;Ncmsn
dan;1480;2721;821;Ncmsn
danes;1249;2720;827;Rgp
nadzoren;491;2652;111;Agpmsnn
delo;1375;2620;747;Ncnsn
glede;1047;2560;462;Rgp
èas;1227;2535;622;Ncmsn
evropski;1025;2428;735;Agpmsny
njegov;1161;2428;547;Ps3msnsm
dva;1354;2427;758;Mlcmda
konec;1156;2374;605;Sg
delež;514;2369;322;Ncmsn
prodaja;932;2362;699;Ncfsn
državen;890;2316;379;Agpmsnn
predlog;740;2287;212;Ncmsn
zakon;623;2262;305;Ncmsn
povedati;924;2250;588;Vmen
delavec;1790;2227;353;Ncmsn
skupina;890;2203;611;Ncfsn
lastnik;705;2194;261;Ncmsn
en;1216;2190;659;Mlpmsn
postopek;990;2181;172;Ncmsn
minister;605;2117;397;Ncmsn
zato;1052;2104;461;Cc
iti;1088;2100;477;Vmbn
gospodarski;1165;2094;600;Agpmsny
javen;848;2077;375;Agpmsnn
mesec;1345;2049;631;Ncmsn
dolar;952;2035;624;Ncmsn
želeti;670;2025;617;Vmpn
direktor;723;2019;377;Ncmsn
ministrstvo;597;2016;330;Ncnsn
visok;1353;1998;756;Agpmsnn
zadnji;1297;1959;633;Agpmsny
rast;906;1955;1167;Ncfsn
pojasniti;710;1950;303;Vmen
namreè;1212;1915;386;Cc
teden;871;1890;532;Ncmsan
a;1120;1873;295;Cc
jaz;1102;1869;576;Pp1-sn
zdaj;859;1856;369;Rgp
lani;1403;1852;857;Rgp
ukrep;657;1848;343;Ncmsn
milijarda;1067;1839;764;Ncfsn
mesto;812;1821;794;Ncnsn
èlan;392;1820;152;Ncmsn
zaèeti;754;1809;464;Vmen
pogodba;654;1808;252;Ncfsn
plaèa;1416;1806;336;Ncfsn
dober;676;1801;1181;Agpmsnn
trije;949;1799;578;Mlcmpn
sklad;452;1779;354;Ncmsn
ljubljana;863;1765;574;Npfsn
vrednost;947;1764;587;Ncfsn
sodišèe;1041;1750;127;Ncnsn
beseda;690;1741;380;Ncfsn
primer;853;1715;259;Ncmsn
gospodarstvo;895;1709;466;Ncnsn
prihodnji;539;1671;447;Agpmsay
podatek;892;1602;404;Ncmsn
del;699;1601;392;Ncmsn
stran;637;1597;378;Ncfsn
dobiti;803;1590;464;Vmen
letos;968;1574;689;Rgp
njihov;825;1568;427;Ps3msnp
nekaj;900;1560;467;Rgp
kriza;1250;1532;365;Ncfsn
ker;1237;1529;291;Cs
posloven;641;1529;536;Agpmsnn
mercator;509;1524;262;Npmsn
posojilo;781;1519;119;Ncnsn
praviti;769;1514;444;Vmbn
sindikat;823;1511;119;Ncmsn
prièakovati;551;1455;325;Vmpn
sredstvo;542;1449;399;Ncnsn
skupšèina;274;1447;68;Ncfsn
odloèitev;445;1445;173;Ncfsn
vprašanje;468;1430;159;Ncnsn
zaposlen;1097;1424;310;Appmsnn
projekt;430;1423;583;Ncmsn
komisija;556;1419;191;Ncfsn
poslovanje;601;1416;378;Ncnsn
treba;386;1415;328;Rgp
vendar;711;1412;238;Cc
znašati;852;1410;455;Vmpn
ponudba;288;1409;248;Ncfsn
agencija;613;1407;282;Ncfsn
nadzornik;311;1398;61;Ncmsn
prav;741;1398;368;Q
k;476;1389;454;Sd
pomoè;478;1379;386;Ncfsa
mnenje;677;1370;224;Ncnsn
naložba;429;1358;203;Ncfsn
seja;306;1356;109;Ncfsn
nekateri;814;1344;282;Pi-mpn
zaèetek;642;1338;290;Ncmsn
medtem;711;1330;321;Rgp
dodati;506;1321;331;Vmen
predvsem;673;1304;461;Q
odloèiti;440;1303;205;Vmen
oziroma;589;1288;399;Cc
nizek;1065;1276;302;Agpmsnn
vedno;814;1271;293;Rgp
holding;495;1270;103;Ncmsn
deloven;844;1267;420;Agpmsnn
okoli;860;1260;371;Rgp
nakup;307;1258;266;Ncmsn
sporoèiti;505;1250;363;Vmen
meniti;632;1237;250;Vmbn
dokapitalizacija;249;1225;60;Ncfsn
toèka;1011;1223;764;Ncfsn
nlb;407;1209;71;Npfsn
višina;601;1207;235;Ncfsn
sprememba;270;1206;203;Ncfsn
pod;719;1205;228;Si
naèrt;316;1192;309;Ncmsn
priti;682;1192;255;Vmen
možnost;422;1187;260;Ncfsn
predstavnik;318;1184;172;Ncmsn
kjer;636;1177;452;Cs
poudariti;381;1177;307;Vmen
sprejeti;292;1176;191;Vmen
poleg;479;1175;336;Sg
pivovarna;345;1169;108;Ncfsn
dogovor;302;1154;149;Ncmsn
denar;793;1153;236;Ncmsn
ameriški;732;1142;438;Agpmsny
delnièar;257;1133;85;Ncmsn
naš;484;1130;407;Ps1msnp
ljubljanski;542;1129;354;Agpmsny
dobièek;506;1120;864;Ncmsn
borza;654;1117;561;Ncfsn
kaj;409;1113;177;Pq-nsn
sistem;452;1110;272;Ncmsn
ocena;864;1109;180;Ncfsn
posel;462;1106;279;Ncmsn
stranka;407;1088;220;Ncfsn
predlagati;293;1085;101;Vmbn
strošek;684;1083;227;Ncmsn
odbor;327;1077;106;Ncmsn
njen;517;1064;268;Ps3msnsf
znižati;1192;1058;225;Vmen
laško;360;1056;119;Npnsn
bolj;563;1055;425;Rgp
kako;355;1052;218;Rgp
finance;303;1045;121;Ncfpa
pet;547;1040;407;Mlc-pn
pomemben;273;1039;479;Agpmsnn
kapital;293;1037;147;Ncmsn
brez;857;1035;231;Sg
dolg;923;1035;201;Agpmsnn
doseèi;473;1028;452;Vmen
obèina;462;1028;312;Ncfsn
omenjen;417;1025;193;Appmsnn
1;387;1022;222;Mdc
obdobje;519;1022;445;Ncnsn
zagotoviti;221;1018;254;Vmen
sam;523;1017;245;Agpmsnn
potrditi;297;1016;132;Vmen
zelo;561;1016;442;Rgp
skupaj;345;1014;283;Rgp
slab;1126;1012;168;Agpmsnn
obmoèje;661;1003;292;Ncnsn
podroèje;269;1003;394;Ncnsn
razvoj;218;1003;419;Ncmsn
pomeniti;560;1002;248;Vmbn
zahtevati;481;1002;120;Vmbn
težava;1127;991;187;Ncfsn
znan;364;991;116;Agpmsnn
ura;511;989;360;Ncfsn
eu;358;985;326;Npfsn
tisti;481;985;328;Pd-mpn
informacija;391;984;121;Ncfsn
program;265;973;317;Ncmsn
voditi;394;971;179;Vmpn
èlovek;848;965;508;Ncmsn
moèi;718;964;97;Ncfsg
proizvodnja;537;964;332;Ncfsn
nekdanji;567;962;149;Agpmsny
vodstvo;519;956;129;Ncnsn
zahteva;364;956;96;Vmbr3s
kakšen;255;953;139;Pq-msn
promet;580;948;542;Ncmsn
last;223;947;84;Ncfsn
vsak;369;943;367;Pg-msn
rešitev;282;936;228;Ncfsn
tisoè;712;936;465;Mlc-pn
štirje;568;935;336;Mlcmpn
vlagatelj;391;935;227;Ncmsn
terjatev;658;933;26;Ncfsn
kljub;494;932;244;Sd
pravica;382;927;179;Ncfsn
skoraj;800;926;422;Q
pogoj;302;925;189;Ncmsn
skupen;299;917;265;Agpmsnn
prejeti;445;912;252;Vmen
nafta;471;901;222;Ncfsn
rok;285;897;94;Ncmsn
letošnji;541;896;434;Agpmsny
raven;593;891;342;Ncfsa
istrabenz;273;889;62;Npmsn
proti;569;889;182;Sd
potem;470;888;199;Rgp
nad;505;887;285;Si
sektor;426;881;179;Ncmsn
potekati;215;873;216;Vmpn
današnji;320;871;203;Agpmsny
napovedati;486;871;208;Vmen
položaj;549;871;121;Ncmsn
foto;25;862;15;Ncmsn
število;760;859;364;Ncnsn
potreben;196;856;216;Agpmsnn
dejavnost;349;849;251;Ncfsn
ostati;492;848;164;Vmen
15;456;847;261;Mdc
lanski;568;846;334;Agpmsny
politika;251;837;151;Ncfsn
poroèilo;333;837;109;Ncnsn
prodati;243;834;172;Vmen
vèeraj;452;833;236;Rgp
dodaten;445;827;188;Agpmsan
podlaga;242;826;106;Ncfsn
malo;684;822;248;Rgp
rezultat;328;819;340;Ncmsn
samo;478;819;229;Q
razmera;545;812;162;Ncfsn
upnik;437;810;35;Ncmsn
sod;228;809;78;Npmsn
sklep;223;805;52;Ncmsn
svetoven;371;799;344;Agpmsnn
urad;439;795;138;Ncmsn
banèen;378;793;129;Agpmsnn
mera;296;789;97;Ncfsn
obveznica;249;786;124;Ncfsn
nadaljevati;293;784;181;Vmpn
napoved;496;784;167;Ncfsn
poravnava;418;784;38;Ncfsn
mednaroden;331;781;217;Agpmsnn
junij;341;779;149;Ncmsn
nato;321;778;159;Rgp
poveèati;394;773;616;Vmen
razpis;167;773;112;Ncmsn
majhen;434;765;236;Agpmsnn
30;365;764;231;Mdc
pahor;172;762;224;Npmsn
pridobiti;173;762;621;Vmen
steèaj;994;762;41;Ncmsn
davèen;272;760;91;Agpmsnn
petek;345;756;193;Ncmsan
premoženje;313;756;102;Ncnsn
prihodek;486;756;597;Ncmsn
koper;371;754;176;Npmsn
èeprav;468;753;127;Cs
takšen;377;753;150;Pd-msn
september;352;751;153;Ncmsn
veèina;348;751;175;Ncfsn
najbolj;604;750;460;Rgp
pogajanje;218;750;104;Ncnsn
storitev;452;750;223;Ncfsn
stanje;377;744;138;Ncnsn
zadeva;322;744;118;Ncfsn
december;360;742;144;Ncmsn
naèin;288;742;181;Ncmsn
celoten;355;741;207;Agpmsnn
prejšnji;372;738;188;Agpmsny
morebiten;224;736;88;Agpmsnn
èetrtletje;584;735;398;Ncnsn
davek;378;734;136;Ncmsn
poroèati;476;734;187;Vmpn
veljati;205;734;161;Vmpn
kapitalski;132;733;86;Agpmsny
indeks;835;732;737;Ncmsn
objaviti;198;731;132;Vmen
partner;156;731;142;Ncmsn
nepremiènina;265;730;126;Ncfsn
tuj;341;730;257;Agpmsan
hrvaški;303;727;200;Agpmsny
oseba;488;725;150;Ncfsn
doloèen;278;722;138;Appmsnn
razlog;488;721;79;Ncmsn
oktober;375;720;200;Ncmsn
pripraviti;118;719;154;Vmen
preprièan;328;714;207;Appmsnn
20;463;713;279;Mdc
dobro;251;713;414;Rgp
teèaj;375;713;336;Ncmsn
obveznost;447;711;72;Ncfsn
praven;269;708;71;Agpmsnn
prevzem;230;707;104;Ncmsn
trenutno;301;707;166;Rgp
upravljanje;137;707;99;Ncnsn
zveza;322;707;120;Ncfsn
prisilen;452;704;34;Agpmsnn
januar;387;703;122;Ncmsn
kupec;215;702;195;Ncmsn
javnost;370;700;152;Ncfsn
poslanec;209;699;111;Ncmsn
èlanica;208;698;136;Ncfsn
naprej;286;698;196;Rgp
sodelovanje;126;696;343;Ncnsn
primerjava;460;695;304;Ncfsn
manj;563;691;184;Rgp
marec;374;690;138;Ncmsn
10;343;687;236;Mdc
naslednji;252;683;152;Agpmsny
premier;199;683;183;Ncmsn
2008;448;681;167;Mdc
sodelovati;118;679;199;Vmpn
kandidat;92;676;113;Ncmsn
stanovanje;303;674;196;Ncnsa
gradnja;283;673;242;Ncfsn
vložiti;450;672;89;Vmen
prek;253;671;182;Sg
socialen;310;671;163;Agpmsnn
telekom;361;670;269;Npmsn
uspeti;342;668;228;Vmen
leten;418;665;227;Agpmsnn
zavarovalnica;187;665;163;Ncfsn
nemški;299;664;257;Agpmsny
oba;240;662;167;Pg-mdn
postati;183;662;264;Vmen
kazati;529;661;238;Vmpn
zda;446;659;287;Npfpn
steèajen;473;656;22;Agpmsnn
julij;299;654;130;Ncmsn
petrol;269;651;234;Npmsn
potrebovati;208;650;179;Vmpn
ostajati;227;649;106;Vmpn
vir;223;648;132;Ncmsn
stavka;610;646;66;Ncfsn
pripravljen;160;645;160;Appmsnn
pogovor;179;644;138;Ncmsn
šest;393;643;247;Mlc-pn
centralen;203;641;126;Agpmsnn
torej;213;641;115;Rgp
proraèun;226;637;99;Ncmsn
raèun;518;635;140;Ncmsan
kljuèen;173;631;137;Agpmsnn
zapisati;361;631;135;Vmen
okvir;155;630;164;Ncmsn
ponedeljek;338;630;119;Ncmsan
spleten;223;630;236;Appmsnn
evropa;339;629;336;Npfsn
sestanek;162;627;76;Ncmsn
dati;242;625;120;Vmen
vsaj;245;620;144;Q
glaven;351;619;204;Agpmsnn
maribor;382;619;185;Npmsn
november;353;618;123;Ncmsn
nadzor;247;617;120;Ncmsn
slediti;257;615;171;Vmpn
hiša;405;613;216;Ncfsn
opozoriti;445;611;92;Vmen
tretji;271;611;226;Mlomsn
april;347;609;125;Ncmsn
energija;223;609;275;Ncfsn
oz;258;607;160;Npmsn
polovica;313;607;157;Ncfsn
noben;315;606;83;Pz-msn
prostor;218;606;260;Ncmsn
mogoèe;261;605;129;Rgp
center;213;604;312;Ncmsn
prej;254;604;211;Rgp
prevzeti;150;602;98;Vmen
imenovati;61;601;51;Vmbn
zvišati;434;601;474;Vmen
domaè;353;599;229;Agpmsnn
približno;315;599;179;Rgp
poseben;109;598;187;Agpmsnn
takrat;255;598;96;Rgp
12;354;595;195;Mdc
ma;243;595;147;Npfsn
odloèati;133;594;72;Vmpn
2009;366;593;175;Mdc
plaèati;370;592;75;Vmen
vloga;154;592;158;Ncfsn
izplaèilo;293;591;66;Ncnsn
znižanje;405;590;69;Ncnsn
predstavljati;258;587;193;Vmpn
merkur;171;584;63;Npmsn
mura;200;584;110;Npfsn
vplivati;390;583;111;Vmpn
nadaljnji;204;582;119;Agpmsny
obresten;212;582;59;Npmsn
interes;177;580;100;Ncmsn
avgust;282;579;135;Ncmsn
posledica;538;577;93;Ncfsn
25;292;576;188;Mdc
inflacija;279;576;38;Ncfsn
janez;215;574;121;Npmsn
zmanjšati;574;573;161;Vmen
enak;311;570;274;Pi-msn
lastniški;113;570;50;Agpmsay
govoriti;208;567;93;Vmpn
kdo;166;561;52;Pq-msn
stopnja;479;561;115;Ncfsn
luka;298;560;183;Npmsn
mandat;89;559;55;Ncmsn
2010;232;558;166;Mdc
bruto;268;558;149;Rgp
delati;347;558;178;Vmpn
sporazum;98;558;94;Ncmsn
kupiti;128;557;143;Vmen
župan;252;557;146;Ncmsn
dars;185;556;32;Npmsn
izguba;1237;556;85;Ncfsn
znesek;235;555;77;Ncmsn
ti;199;554;244;Pd-mpn
precej;335;553;170;Rgp
predstaviti;79;552;193;Vmen
veè;360;549;116;Rgc
hkrati;208;548;160;Rgp
niti;486;548;64;Q
politièen;286;548;134;Agpmsnn
trgovanje;355;548;312;Ncnsn
verjetno;300;546;73;Rgp
dodajati;286;545;138;Vmpn
skleniti;184;543;180;Vmen
èetrtek;217;542;128;Ncmsan
padec;809;541;77;Ncmsn
izjava;266;540;75;Ncfsn
osnoven;210;540;144;Agpmsnn
plaèilo;355;540;70;Ncnsn
razlièen;192;536;209;Agpmsnn
sreda;235;534;95;Ncfsn
zakonodaja;181;533;57;Ncfsn
opozarjati;496;532;57;Vmpn
14;264;530;187;Mdc
mali;167;530;101;Agpmsny
odgovoriti;170;528;50;Vmen
ugotoviti;429;528;88;Vmen
videti;282;528;156;Vmbn
kratek;213;527;122;Agpmsnn
ampak;253;525;127;Cc
imenovanje;114;525;35;Ncnsn
investicija;213;525;187;Ncfsn
izdelek;288;525;341;Ncmsn
tak;288;525;122;Pd-msn
kad;100;522;20;Npfsn
povezan;249;520;84;Appmsnn
deset;349;519;208;Mlc-pn
denaren;201;516;66;Agpmsnn
mož;175;516;90;Ncmsn
posamezen;126;515;92;Agpmsnn
sds;206;514;56;Npfsn
odvisen;114;512;84;Agpmsnn
spremeniti;141;512;94;Vmen
prestrukturiranje;122;510;55;Ncnsa
strateški;70;510;91;Agpmsny
vreden;204;506;178;Agpmsnn
torek;262;505;157;Ncmsan
vedeti;354;504;107;Vmpn
podpora;161;503;168;Ncfsn
predviden;143;503;90;Appmsnn
pol;446;502;278;Rgp
podpisati;108;501;116;Vmen
zavod;336;501;121;Ncmsn
konkurenca;209;497;61;Ncfsn
konèati;350;496;219;Vmen
oceniti;242;494;112;Vmen
šele;205;494;47;Q
nameravati;195;491;159;Vmpn
nekoliko;201;491;129;Rgp
poslati;188;490;70;Vmen
pozitiven;103;488;295;Agpmsnn
sava;181;488;178;Npfsn
borut;127;487;122;Npmsn
grèija;372;487;40;Npfsn
cilj;111;486;245;Ncmsn
zbornica;169;486;74;Ncfsn
generalen;156;485;86;Agpmsnn
vodja;229;485;122;Ncmsn
vrsta;204;478;126;Ncfsn
2007;196;477;140;Mdc
upraven;136;477;63;Agpmsnn
veèinski;110;475;35;Agpmsny
zavarovanje;191;475;81;Ncnsn
gradben;371;473;135;Agpmsnn
ustrezen;128;471;105;Agpmsnn
2011;165;470;126;Mdc
dogovoriti;108;470;75;Vmen
februar;250;469;109;Ncmsn
zgoditi;366;467;58;Vmen
znova;251;467;121;Rgp
50;253;466;170;Mdc
komentirati;192;466;29;Vmbn
preiskava;317;465;48;Ncfsn
okolje;220;463;275;Ncnsn
podpreti;100;463;92;Vmen
11;268;462;169;Mdc
2;181;462;118;Mdc
poudarjati;203;462;116;Vmpn
reforma;143;461;57;Ncfsn
triglav;165;461;141;Npmsn
opraviti;152;460;149;Vmen
služba;319;458;135;Ncfsn
vodenje;145;458;59;Ncnsn
najti;220;455;138;Vmen
delovati;142;454;136;Vmpn
6;182;452;64;Mdc
pojasnjevati;197;452;101;Vmpn
nemèija;176;451;179;Npfsn
povpreèen;196;451;123;Agpmsnn
prevent;239;451;36;Npmsn
spet;298;450;153;Rgp
izreden;134;449;61;Agpmsan
vozilo;331;448;208;Ncnsn
13;262;447;181;Mdc
lasten;132;447;111;Agpmsan
pomagati;144;447;256;Vmbn
100;241;446;171;Mdc
spomniti;184;446;68;Vmen
star;227;446;210;Agpmsnn
nkbm;171;444;98;Npfsn
cesta;335;443;170;Ncfsn
iskati;151;439;110;Vmpn
ocenjevati;313;439;134;Vmpn
pisati;261;437;91;Vmpn
ustvariti;339;437;453;Vmen
vse;365;437;151;Pg-nsn
organizacija;171;436;190;Ncfsn
prièakovanje;201;436;170;Ncnsn
stati;294;435;109;Vmpn
medij;233;434;105;Ncmsn
podoben;179;434;122;Agpmsnn
pasti;710;432;58;Ncfpn
reševanje;197;432;103;Ncnsn
plin;199;431;146;Ncmsn
koliko;125;429;43;Rgp
napovedovati;307;428;149;Vmpn
èakati;250;426;71;Vmpn
tožba;410;426;9;Ncfsn
zbor;116;426;73;Ncmsn
dovolj;238;425;108;Rgp
janša;210;425;121;Npmsn
pretekel;237;425;100;Vmep-sm
zaseben;222;425;102;Agpmsnn
–;281;422;193;–
papir;187;422;89;Ncmsn
odgovor;167;421;44;Ncmsn
povpreèje;302;421;148;Ncnsn
železnica;129;420;80;Ncfsn
pot;217;419;242;Ncfsn
številen;300;419;164;Agpmsnn
vladen;146;419;67;Agpmsnn
strategija;51;418;96;Ncfsn
zemljišèe;122;418;57;Ncnsn
meter;132;417;145;Ncmsan
najprej;147;417;81;Rgp
narediti;163;417;159;Vmen
celo;417;416;142;Q
lastništvo;95;416;33;Ncnsn
sedem;280;416;186;Mlc-pn
teš;103;414;15;Npmsn
andrej;127;412;59;Npmsn
bdp;350;411;97;Ncmsn
èim;58;411;145;Rgp
pravi;157;411;152;Vmbr3s
vegrad;363;411;28;Npmsn
18;209;410;154;Mdc
industrija;224;409;165;Ncfsn
niè;342;409;67;Pz-nsn
pokojninski;150;409;54;Agpmsny
obseg;289;408;102;Ncmsn
izmed;205;407;120;Sg
pregled;117;407;80;Ncmsn
soglasje;105;407;44;Ncnsn
storiti;190;407;65;Vmen
trgovec;137;407;82;Ncmsn
meja;204;406;122;Ncfsn
namen;117;406;145;Ncmsn
organ;153;406;54;Ncmsn
novela;68;405;41;Ncfsn
proizvajalec;230;405;237;Ncmsn
gibanje;138;403;80;Ncnsn
podati;141;403;35;Vmbn
zaposleni;342;403;89;Appmpn
predvidevati;145;402;84;Vmpn
predvidoma;69;402;62;Rgp
dnevnik;230;400;55;Ncmsn
izpostaviti;141;399;132;Vmen
prispevek;269;399;86;Ncmsn
revizija;126;399;14;Ncfsn
financiranje;145;397;64;Ncnsa
ime;137;397;78;Ncnsn
obravnavati;103;397;30;Vmpn
sreèanje;78;397;97;Ncnsn
vrh;126;396;180;Ncmsn
delodajalec;194;395;105;Ncmsn
objavljen;124;395;77;Appmsnn
adria;125;394;48;Npfsn
zagotavljati;84;394;120;Vmpn
navedba;206;392;47;Ncfsn
zunanji;154;392;107;Agpmsny
oblika;113;391;120;Ncfsn
boniteten;382;389;52;Agpmsan
seznaniti;60;389;41;Vmen
jankoviæ;160;388;77;Npmsn
objava;140;388;78;Ncfsn
krka;214;387;374;Npfsn
prodajati;132;387;79;Vmpn
zavrniti;262;387;26;Vmen
pozvati;117;386;78;Vmen
investicijski;118;385;68;Agpmsny
mesten;165;385;130;Agpmsnn
uspešen;114;385;269;Agpmsnn
konferenca;103;384;114;Ncfsn
policija;350;384;137;Ncfsn
zoper;268;384;25;Sa
sct;318;382;28;Npmsn
tržen;115;382;139;Agpmsnn
analitik;190;380;134;Ncmsn
delovanje;154;380;107;Ncnsn
obstajati;225;380;60;Vmpn
sanacija;131;380;60;Ncfsn
avtomobil;282;379;266;Ncmsn
odgovornost;133;379;72;Ncfsn
17;199;378;162;Mdc
nameniti;62;378;163;Vmen
zakaj;202;378;46;Rgp
stvar;131;377;110;Ncfsn
priprava;80;376;114;Ncfsn
vodilen;213;376;167;Agpmsnn
tujina;179;375;153;Ncfsn
unija;168;375;100;Ncfsn
varstvo;144;375;67;Ncnsn
izvesti;106;374;62;Vmen
zatrditi;86;374;50;Vmen
smeti;144;373;117;Ncfpa
odstop;155;372;25;Ncmsn
sedanji;147;372;46;Agpmsny
trgovina;200;372;194;Ncfsn
ponudnik;103;371;97;Ncmsn
2012;141;370;106;Mdc
opravljati;126;370;93;Vmpn
res;202;370;93;Rgp
nagrada;112;369;247;Ncfsn
osem;287;369;172;Mlc-pn
funkcija;80;368;54;Ncfsn
izgubiti;915;368;39;Vmen
povpraševanje;257;368;117;Ncnsn
isti;195;366;119;Pi-msn
ponuditi;117;366;99;Vmen
upravitelj;188;366;22;Ncmsn
zanimati;58;366;64;Vmpn
zdravstven;226;366;133;Agpmsnn
16;232;365;150;Mdc
poveèanje;135;365;126;Ncnsn
odloèba;118;364;36;Ncfsn
križaniè;57;361;42;Npmsn
infond;162;360;26;Npmsn
ostal;146;360;76;Vmep-sm
sd;98;360;42;Npmsn
seveda;135;360;106;Q
500;191;359;185;Mdc
eden;218;359;129;Mlpmsn
naften;151;359;117;Xf
dz;84;357;55;Npmsn
francoski;176;357;105;Agpmsny
gorivo;218;357;151;Ncnsn
celota;137;355;72;Ncfsn
primanjkljaj;314;355;39;Ncmsn
sprejet;89;355;50;Appmsnn
strinjati;146;355;54;Vmpn
možen;118;354;78;Agpmsnn
dolgoroèen;117;353;66;Agpmsnn
gorenje;251;353;271;Npnsn
italija;196;353;87;Npfsn
številka;251;353;110;Ncfsn
problem;301;352;71;Ncmsn
nek;148;351;67;Pi-msn
èasnik;192;350;49;Ncmsn
prijaviti;209;350;73;Vmen
tveganje;254;350;34;Ncnsn
omogoèiti;75;349;157;Vmen
podpis;89;349;43;Ncmsn
40;227;348;165;Mdc
aktivnost;127;348;89;Ncfsn
celje;167;348;59;Npnsn
navajati;187;348;48;Vmpn
odprt;87;348;104;Appmsnn
hrvaška;147;347;146;Npfsn
nujen;93;347;78;Agpmsnn
pokazati;254;347;121;Vmen
upati;97;347;109;Vmpn
korak;78;345;99;Ncmsn
vrniti;176;345;109;Vmen
ekonomski;140;344;68;Agpmsny
objekt;146;344;117;Ncmsn
dovoljenje;172;343;97;Ncnsn
franc;112;343;44;Npmsn
ohraniti;50;343;102;Vmen
sporoèilo;183;343;92;Ncnsn
zgolj;155;343;52;Q
3;128;342;91;Mdc
izdati;131;342;57;Vmen
rs;158;342;62;Npfsg
edini;124;341;77;Agpmsny
elektrièen;168;341;169;Agpmsnn
potreba;74;341;99;Ncfsn
italijanski;167;340;87;Agpmsny
borzen;199;339;124;Agpmsnn
pozno;155;339;38;Rgp
združenje;128;339;82;Ncnsn
najmanj;198;337;91;Rgp
odgovoren;172;337;59;Agpmsnn
abanka;120;335;33;Npfsn
dejstvo;198;335;44;Ncnsn
izvajati;116;335;100;Vmpn
sploh;260;335;41;Q
odškodninski;115;334;13;Agpmsny
upoštevati;107;334;57;Vmbn
doslej;177;333;102;Rgp
jasen;150;333;70;Agpmsnn
obstojeè;64;333;64;Agpmsnn
odzvati;159;333;46;Vmen
oseben;212;333;127;Agpmsnn
enota;121;331;111;Ncfsn
poslanski;136;331;39;Agpmsny
zlato;108;331;101;Agpfsa
sedaj;178;329;89;Rgp
notranji;149;328;78;Agpmsny
proces;86;328;77;Ncmsn
ecb;98;327;33;Npfsg
hitro;133;327;158;Rgp
izdaja;92;327;50;Ncfsn
pravilo;114;327;65;Ncnsn
rešiti;144;327;111;Vmen
takoj;131;327;82;Rgp
vpliv;151;327;78;Ncmsn
liter;261;326;176;Ncmsan
sestati;45;326;28;Vmen
infrastruktura;75;325;82;Ncfsn
izvedba;91;325;74;Ncfsn
oprema;128;325;137;Ncfsn
zmanjšanje;240;325;83;Ncnsn
èist;314;324;372;Rgp
odstoten;286;324;88;Agpmsnn
razmerje;140;324;46;Ncnsn
ugotavljati;270;324;70;Vmpn
analiza;110;323;47;Ncfsn
dobavitelj;152;323;71;Ncmsn
pogovarjati;61;323;58;Vmpn
raziskava;159;323;136;Ncfsn
investitor;84;322;91;Ncmsn
podpirati;73;322;93;Vmpn
prispevati;159;322;157;Vmbn
imenovan;110;321;54;Appmsnn
morda;111;321;72;Q
paket;99;320;59;Ncmsn
seznam;124;320;41;Ncmsn
zamenjava;84;319;40;Ncfsn
kredit;211;318;55;Ncmsn
tovarna;212;318;112;Ncfsn
