124 41 25 25 41 96
302 88 81 72 117 261
359 148 85 83 130 213
109 32 19 36 35 60
120 35 28 21 42 86
289 87 67 73 100 228
107 25 23 28 37 58
223 81 45 50 75 209
252 85 63 61 79 210
331 115 77 87 126 204
138 42 37 22 48 78
232 79 57 50 65 204
147 51 30 33 46 83
107 23 34 21 33 76
265 88 59 64 88 148
108 22 21 30 40 83
225 80 52 54 63 188
271 80 66 76 87 217
103 36 25 22 31 103
122 46 30 25 30 114
364 129 92 85 135 217
154 51 44 28 44 84
491 204 125 134 206 366
208 71 61 52 63 125
150 45 39 39 40 80
129 35 23 32 49 74
581 229 172 184 228 600
124 45 32 26 33 59
287 96 82 59 91 152
145 38 36 39 40 74
160 45 37 36 55 80
100 27 17 32 31 71
291 97 72 73 100 249
100 33 18 27 29 84
118 33 21 34 33 61
211 67 41 54 77 118
170 51 33 40 59 84
153 45 37 43 46 133
115 36 18 26 40 62
142 43 34 35 39 73
119 35 24 25 46 84
112 39 20 24 42 59
138 43 29 36 40 116
80 20 19 23 21 37
447 171 118 99 172 295
192 67 42 42 54 96
106 30 27 22 37 53
341 124 94 89 105 301
109 34 24 28 28 51
288 98 57 81 102 187
216 77 43 56 62 118
401 152 107 116 134 381
173 65 36 39 51 148
300 101 84 63 108 270
145 55 37 32 41 83
81 30 19 19 18 33
303 100 68 78 105 258
303 117 72 62 106 176
114 38 19 30 38 88
133 46 27 35 38 70
86 28 24 18 27 79
112 34 22 25 36 63
391 149 99 97 146 346
91 33 26 14 23 80
97 21 21 29 28 51
145 47 36 30 44 117
192 57 52 41 66 108
88 22 14 19 36 41
242 81 64 58 72 184
182 58 40 46 61 152
247 73 65 62 84 129
118 37 30 30 27 89
352 130 85 91 116 299
126 39 28 32 38 74
143 41 47 24 55 86
120 29 29 26 44 58
115 22 39 27 36 103
100 27 23 27 29 52
106 33 21 26 30 70
159 47 36 45 51 82
151 49 33 26 58 86
150 48 45 27 46 133
156 53 41 41 33 124
103 33 22 28 27 72
166 55 35 39 53 129
121 39 21 27 37 68
179 55 50 46 44 144
106 34 19 26 34 102
109 35 33 20 30 57
168 58 33 43 47 89
325 112 89 71 121 298
173 57 41 41 51 154
189 49 56 49 60 102
94 24 20 28 31 55
426 163 113 92 164 268
158 48 35 36 60 128
178 50 39 42 65 100
108 34 29 19 36 66
236 79 52 60 87 134
102 32 20 28 26 91
144 49 33 36 35 78
154 32 43 35 56 129
201 76 38 45 66 156
228 73 52 61 73 135
200 54 57 53 65 188
113 33 25 30 34 65
148 39 35 42 45 84
235 75 69 43 77 189
211 65 46 57 65 188
129 46 27 25 37 86
375 125 98 100 141 331
355 129 96 89 124 216
148 47 33 34 51 117
124 30 39 33 38 103
331 124 84 79 119 285
337 117 84 78 123 200
180 53 45 44 52 95
157 58 33 36 42 145
428 175 126 129 150 444
143 43 33 34 43 76
162 64 30 28 56 124
108 38 20 30 34 62
120 34 18 31 46 72
153 38 39 34 55 118
156 52 28 37 52 90
114 32 24 28 40 95
170 66 37 36 45 150
159 45 36 38 55 120
182 63 36 37 61 105
230 72 53 49 92 140
116 35 18 30 45 60
164 49 36 41 56 134
122 33 30 31 43 98
215 73 56 39 73 110
142 47 31 33 43 82
152 45 39 34 48 98
139 39 32 32 45 70
133 43 30 35 37 99
113 32 24 28 40 56
606 254 170 185 245 434
122 38 28 25 37 66
534 195 160 163 201 327
201 54 43 46 82 168
221 76 54 57 61 181
139 32 38 34 45 79
129 37 40 34 25 73
495 196 134 136 191 342
92 25 21 14 39 79
101 37 26 19 23 85
88 26 24 23 26 51
248 89 60 54 88 140
172 55 28 46 57 146
162 51 34 35 52 92
437 164 108 129 162 283
128 46 34 24 38 72
107 36 15 26 32 89
213 68 57 51 70 120
231 95 54 50 72 192
112 32 25 27 31 64
106 41 25 20 26 57
157 44 35 40 52 122
541 220 152 145 210 514
124 31 31 33 41 72
506 198 150 147 189 344
140 38 38 28 44 106
114 28 30 27 39 88
238 89 48 59 79 150
316 123 80 71 108 323
261 74 77 56 96 142
183 50 43 42 60 137
127 39 29 21 42 62
163 48 37 39 52 128
201 67 49 43 74 123
226 76 42 56 74 177
129 40 27 21 48 113
98 33 21 24 23 48
139 43 27 32 47 69
157 43 42 34 56 89
101 27 23 28 30 51
559 214 155 170 223 543
107 30 20 23 39 54
352 146 89 89 115 323
143 45 33 30 49 120
271 88 73 63 96 230
133 35 40 25 42 71
142 48 25 38 38 83
159 44 45 33 54 132
113 37 28 35 25 81
91 33 23 14 27 41
132 52 23 23 50 71
173 52 56 50 45 110
144 45 24 44 42 74
217 74 68 50 64 183
496 197 132 135 185 467
157 56 33 37 48 96
155 49 23 51 43 87
164 55 32 41 48 145
229 80 61 55 73 133
134 44 21 34 43 104
344 100 85 100 120 271
222 78 59 47 71 209
159 64 37 23 55 93
161 49 37 39 55 137
175 61 45 30 63 84
104 28 20 25 34 60
99 36 22 21 26 77
192 68 40 46 55 113
152 52 36 38 44 82
130 36 24 31 44 69
187 67 42 39 62 171
103 27 23 25 32 50
95 25 22 26 29 71
228 96 42 51 74 186
190 67 45 48 53 110
268 87 63 76 87 145
140 44 29 35 46 114
85 23 23 22 21 65
106 34 26 19 31 79
379 135 97 97 131 227
179 59 38 33 68 172
128 44 26 31 41 101
351 140 91 103 110 214
97 31 25 18 33 55
109 35 25 20 40 97
279 81 73 68 90 163
123 33 29 21 44 108
241 78 71 52 85 234
146 53 36 29 38 90
181 53 47 34 65 142
107 37 15 26 33 46
336 125 78 83 120 206
106 43 21 25 24 84
172 51 56 39 51 146
154 43 30 35 60 123
298 112 66 65 99 285
88 31 19 18 27 72
186 60 47 48 56 146
134 49 29 22 40 74
147 44 30 34 49 74
160 72 31 34 38 88
248 94 55 66 83 153
136 40 25 28 53 88
378 149 97 94 143 230
95 39 20 21 25 52
385 139 97 103 139 235
118 35 31 17 42 99
326 109 77 91 103 202
119 46 26 26 39 95
111 44 24 21 32 66
132 39 39 25 39 127
382 138 93 101 129 232
117 34 34 22 31 62
129 36 40 24 38 100
440 159 125 131 146 287
172 54 41 40 53 101
106 40 14 25 34 60
134 54 29 32 31 72
131 47 32 22 38 92
150 57 27 42 40 91
249 82 69 54 84 136
171 48 41 40 57 98
122 41 25 18 44 65
229 86 44 58 76 195
167 38 45 40 55 136
201 53 56 44 69 116
118 39 28 21 39 65
140 48 30 33 41 107
135 46 22 28 48 111
135 43 30 29 46 115
175 54 41 41 58 139
140 40 29 32 49 76
112 36 27 32 23 57
245 93 59 51 75 240
118 30 28 27 40 93
194 68 44 34 71 117
257 88 60 65 86 225
90 26 18 23 28 79
217 74 63 42 71 121
197 69 44 41 73 186
121 34 29 28 39 54
161 58 46 25 49 150
327 101 97 85 113 333
126 43 30 23 38 106
131 34 25 36 43 56
106 29 25 25 34 84
165 62 43 32 50 91
95 28 28 21 24 52
183 62 33 47 60 146
226 79 49 60 71 123
119 38 25 26 33 83
116 35 28 18 45 96
125 37 28 28 37 62
113 29 34 18 37 58
142 46 37 39 35 113
143 31 35 34 51 98
140 46 29 41 39 128
124 41 36 25 32 103
181 54 43 50 56 132
225 71 54 49 79 141
183 60 26 45 74 153
217 74 50 41 77 186
98 27 23 21 32 49
115 37 29 23 34 91
109 32 22 27 31 91
86 28 21 21 19 63
106 33 35 21 22 62
195 65 39 55 65 177
169 53 42 45 54 147
213 77 48 47 67 119
512 197 126 141 209 341
126 40 32 22 39 114
133 37 31 29 44 103
108 37 22 21 31 56
96 28 23 25 28 90
127 40 32 26 38 61
98 26 26 20 32 89
100 34 27 17 30 57
162 43 34 48 48 82
129 46 29 38 28 102
181 59 34 44 76 156
147 39 35 33 48 82
296 92 86 72 107 158
83 32 17 18 23 44
341 101 96 97 117 205
119 30 20 33 46 64
116 26 31 23 51 60
142 41 38 36 41 116
140 40 29 35 53 77
116 47 20 26 34 93
200 64 46 42 68 163
127 35 25 31 45 98
101 42 16 19 29 45
322 109 83 80 122 281
321 106 73 93 119 298
134 37 31 30 44 101
398 168 92 113 151 271
230 82 56 64 70 188
79 22 21 17 25 40
150 50 32 31 56 74
97 30 26 21 32 78
213 75 48 57 58 173
102 30 21 20 40 42
223 66 44 64 73 181
201 60 43 45 77 125
121 36 34 28 37 63
147 49 28 30 48 125
100 23 25 27 30 76
163 53 37 37 54 128
122 41 26 25 37 98
173 60 36 42 53 102
138 45 28 33 36 74
101 28 22 19 36 54
104 33 23 16 35 92
107 32 18 21 41 54
118 39 22 27 40 67
204 60 55 58 62 138
167 53 38 44 51 100
181 66 31 43 51 105
122 35 29 22 40 60
198 79 54 26 65 115
93 30 21 18 28 37
213 62 51 44 80 197
235 80 52 46 94 154
162 46 35 38 58 123
130 42 22 35 36 91
110 40 30 22 30 60
201 76 47 42 68 103
198 65 40 46 63 163
323 114 74 78 129 199
122 30 29 25 44 90
121 41 25 22 41 66
135 46 27 29 46 107
220 67 63 54 69 136
161 54 34 45 45 89
109 30 22 28 34 51
99 32 16 21 35 46
307 109 74 80 102 184
403 162 116 88 155 240
83 24 24 18 23 66
123 54 23 17 41 100
225 74 53 55 72 137
345 115 84 107 127 306
99 43 23 16 22 50
139 55 38 19 36 108
128 35 33 29 42 58
304 92 82 87 101 180
109 33 21 23 43 55
476 171 133 122 176 457
143 43 43 23 45 86
164 60 37 31 57 92
132 43 29 37 34 79
200 64 40 48 68 165
97 35 18 23 27 43
351 122 104 85 125 216
220 70 55 48 79 122
163 52 33 38 59 94
140 42 33 30 51 118
96 26 21 26 28 70
103 28 30 29 25 63
120 37 27 25 43 70
99 39 18 17 30 70
166 45 27 45 59 123
244 72 54 65 76 120
147 47 28 34 49 84
166 40 38 49 60 130
116 29 35 24 37 54
173 55 41 42 56 94
148 39 39 32 50 80
198 59 50 52 65 110
282 112 68 66 95 254
127 38 34 24 36 66
84 23 24 15 26 71
123 36 23 35 36 98
183 53 47 35 66 94
118 34 30 24 40 71
110 32 29 25 40 65
79 26 15 19 25 45
181 52 45 42 63 103
173 70 32 44 50 98
177 74 31 40 52 100
230 78 57 54 65 134
147 44 26 30 61 76
218 80 51 41 81 129
99 25 23 26 34 52
141 44 34 29 44 81
190 73 46 40 64 168
116 36 29 26 35 87
140 47 34 32 43 80
198 61 51 44 67 180
159 57 33 42 45 132
96 36 16 20 29 75
133 43 31 36 39 69
293 105 78 74 100 299
200 76 56 46 50 115
414 145 110 109 140 264
115 39 21 26 39 88
119 32 23 23 45 58
209 86 40 53 56 167
153 61 32 26 50 87
112 26 27 25 38 86
129 39 26 30 47 114
115 37 29 23 34 92
205 74 52 46 62 171
212 75 41 52 75 131
105 34 24 21 29 60
195 70 50 39 56 103
107 31 23 30 29 96
303 122 72 73 108 187
224 66 53 53 82 129
99 34 12 26 34 58
134 42 30 26 50 78
118 33 28 27 32 53
165 58 40 33 49 92
148 37 43 40 40 79
216 67 63 46 64 116
151 51 30 32 51 86
123 49 23 16 47 117
191 56 45 58 57 181
133 44 28 23 46 107
157 52 38 37 47 122
400 137 106 110 153 244
113 37 28 24 34 57
108 34 23 20 35 77
272 101 71 58 91 231
146 41 27 38 49 81
173 60 35 36 64 89
154 45 36 32 55 88
151 53 43 31 38 82
136 38 29 31 47 73
193 49 55 43 60 146
139 43 39 29 46 65
122 37 27 29 39 69
367 132 83 93 136 226
124 42 23 37 27 88
369 123 126 84 138 222
104 29 23 30 30 58
398 137 112 113 156 244
112 30 27 29 33 96
92 25 16 23 33 70
196 57 58 44 59 102
134 44 33 27 42 100
237 80 42 51 98 187
129 39 23 36 44 109
277 99 64 80 84 240
192 70 55 48 54 167
140 47 33 32 39 72
172 52 32 48 57 129
104 35 19 24 30 76
273 84 59 81 95 161
129 33 25 32 47 61
226 65 61 54 69 116
364 132 91 90 127 218
130 36 38 26 38 69
138 45 22 34 51 82
224 77 56 46 76 132
94 27 16 22 32 53
104 32 25 22 34 81
165 53 41 37 52 83
205 62 49 56 71 127
326 120 75 87 123 271
136 47 35 21 44 113
120 33 32 26 32 59
189 52 46 45 73 151
182 50 45 37 65 148
198 62 48 48 59 118
104 27 24 21 35 49
175 45 39 44 61 136
99 29 23 20 30 66
410 143 91 114 174 373
143 48 38 29 43 81
149 46 41 22 47 112
149 58 30 34 38 118
85 25 20 18 28 48
276 97 66 52 94 149
205 78 47 46 56 158
406 155 82 115 152 255
98 24 22 24 32 53
143 41 27 38 45 79
94 17 19 23 37 54
196 63 36 48 68 101
122 43 26 27 32 90
95 24 28 21 30 49
93 30 26 15 27 56
128 40 34 24 39 75
102 28 20 26 31 59
341 107 80 93 123 206
114 42 14 27 40 51
184 51 42 46 64 144
125 35 28 30 46 97
107 30 18 30 33 57
219 67 51 55 75 129
107 40 22 18 31 65
120 34 23 20 52 90
108 39 23 21 30 53
126 50 20 29 40 77
139 43 39 28 38 125
288 100 76 61 103 172
111 27 30 26 37 90
127 38 38 23 37 61
104 33 25 20 32 63
154 55 39 29 44 73
129 38 25 26 45 79
139 41 38 31 46 76
159 58 41 34 40 121
138 33 37 32 53 104
144 47 33 31 52 79
157 53 31 38 50 91
122 38 27 32 37 89
109 40 23 26 25 101
134 48 29 22 44 66
180 62 39 35 56 92
165 60 42 28 45 81
119 33 26 34 34 62
173 63 42 38 50 150
121 33 21 26 51 68
366 121 77 89 146 304
138 39 39 35 33 74
156 44 34 33 50 78
120 41 19 27 42 97
266 86 55 67 98 149
115 34 30 22 40 66
365 126 91 93 134 316
132 43 30 25 44 70
278 93 63 71 89 226
154 48 43 33 48 117
99 31 25 27 29 57
152 50 39 34 38 131
96 31 18 23 33 79
182 58 46 45 52 107
103 28 30 20 31 50
116 34 26 22 42 49
103 41 25 20 25 79
178 54 40 46 55 92
126 49 25 30 33 69
306 115 72 87 96 184
182 57 38 49 61 170
85 34 21 13 23 42
225 92 66 47 64 197
122 32 32 28 36 58
280 94 75 54 109 246
184 53 44 42 67 97
390 149 102 84 142 238
98 25 27 23 31 50
171 43 37 40 69 99
271 86 62 78 91 231
113 42 24 19 36 54
127 46 23 33 35 66
197 67 49 40 61 186
150 42 44 34 43 84
149 42 28 42 49 112
363 140 93 74 144 383
119 43 22 22 42 59
104 40 25 22 20 81
97 34 24 20 28 51
112 34 21 16 44 82
94 29 24 21 30 51
108 30 29 25 36 81
177 44 31 45 68 148
115 42 20 32 30 78
93 30 24 17 27 73
282 80 68 71 105 150
